Country,Date
Afghanistan,2020-03-06
Afghanistan,2020-03-07
Afghanistan,2020-03-08
Afghanistan,2020-03-09
Afghanistan,2020-03-10
Afghanistan,2020-03-11
Afghanistan,2020-03-12
Afghanistan,2020-03-13
Afghanistan,2020-03-14
Afghanistan,2020-03-15
Afghanistan,2020-03-16
Afghanistan,2020-03-17
Afghanistan,2020-03-18
Afghanistan,2020-03-19
Afghanistan,2020-03-20
Afghanistan,2020-03-21
Afghanistan,2020-03-22
Afghanistan,2020-03-23
Afghanistan,2020-03-24
Afghanistan,2020-03-25
Afghanistan,2020-03-26
Afghanistan,2020-03-27
Afghanistan,2020-03-28
Afghanistan,2020-03-29
Afghanistan,2020-03-30
Afghanistan,2020-03-31
Afghanistan,2020-04-01
Afghanistan,2020-04-02
Afghanistan,2020-04-03
Afghanistan,2020-04-04
Afghanistan,2020-04-05
Afghanistan,2020-04-06
Afghanistan,2020-04-07
Afghanistan,2020-04-08
Afghanistan,2020-04-09
Afghanistan,2020-04-10
Afghanistan,2020-04-11
Afghanistan,2020-04-12
Afghanistan,2020-04-13
Afghanistan,2020-04-14
Afghanistan,2020-04-15
Afghanistan,2020-04-16
Afghanistan,2020-04-17
Afghanistan,2020-04-18
Afghanistan,2020-04-19
Afghanistan,2020-04-20
Afghanistan,2020-04-21
Afghanistan,2020-04-22
Afghanistan,2020-04-23
Afghanistan,2020-04-24
Afghanistan,2020-04-25
Afghanistan,2020-04-26
Afghanistan,2020-04-27
Afghanistan,2020-04-28
Afghanistan,2020-04-29
Afghanistan,2020-04-30
Afghanistan,2020-05-01
Afghanistan,2020-05-02
Afghanistan,2020-05-03
Afghanistan,2020-05-04
Afghanistan,2020-05-05
Afghanistan,2020-05-06
Afghanistan,2020-05-07
Afghanistan,2020-05-08
Afghanistan,2020-05-09
Afghanistan,2020-05-10
Afghanistan,2020-05-11
Afghanistan,2020-05-12
Afghanistan,2020-05-13
Afghanistan,2020-05-14
Afghanistan,2020-05-15
Afghanistan,2020-05-16
Afghanistan,2020-05-17
Afghanistan,2020-05-18
Afghanistan,2020-05-19
Afghanistan,2020-05-20
Afghanistan,2020-05-21
Afghanistan,2020-05-22
Afghanistan,2020-05-23
Afghanistan,2020-05-24
Afghanistan,2020-05-25
Afghanistan,2020-05-26
Afghanistan,2020-05-27
Afghanistan,2020-05-28
Afghanistan,2020-05-29
Afghanistan,2020-05-30
Afghanistan,2020-05-31
Afghanistan,2020-06-01
Afghanistan,2020-06-02
Afghanistan,2020-06-03
Afghanistan,2020-06-04
Afghanistan,2020-06-05
Afghanistan,2020-06-06
Afghanistan,2020-06-07
Afghanistan,2020-06-08
Afghanistan,2020-06-09
Afghanistan,2020-06-10
Afghanistan,2020-06-11
Afghanistan,2020-06-12
Afghanistan,2020-06-13
Afghanistan,2020-06-14
Afghanistan,2020-06-15
Algeria,2020-01-22
Algeria,2020-01-23
Algeria,2020-01-24
Algeria,2020-01-25
Algeria,2020-01-26
Algeria,2020-01-27
Algeria,2020-01-28
Algeria,2020-01-29
Algeria,2020-01-30
Algeria,2020-01-31
Algeria,2020-02-01
Algeria,2020-02-02
Algeria,2020-02-03
Algeria,2020-02-04
Algeria,2020-02-05
Algeria,2020-02-06
Algeria,2020-02-07
Algeria,2020-02-08
Algeria,2020-02-09
Algeria,2020-02-10
Algeria,2020-02-11
Algeria,2020-02-12
Algeria,2020-02-13
Algeria,2020-02-14
Algeria,2020-02-15
Algeria,2020-02-16
Algeria,2020-02-17
Algeria,2020-02-18
Algeria,2020-02-19
Algeria,2020-02-20
Algeria,2020-02-21
Algeria,2020-02-22
Algeria,2020-02-23
Algeria,2020-02-24
Algeria,2020-02-25
Algeria,2020-02-26
Algeria,2020-02-27
Algeria,2020-02-28
Algeria,2020-02-29
Algeria,2020-03-01
Algeria,2020-03-02
Algeria,2020-03-03
Algeria,2020-03-04
Algeria,2020-03-05
Algeria,2020-03-06
Algeria,2020-03-07
Algeria,2020-03-08
Algeria,2020-03-09
Algeria,2020-03-10
Algeria,2020-03-11
Algeria,2020-03-12
Algeria,2020-03-13
Algeria,2020-03-14
Algeria,2020-03-15
Algeria,2020-03-16
Algeria,2020-03-17
Algeria,2020-03-18
Algeria,2020-03-19
Algeria,2020-03-20
Algeria,2020-03-21
Algeria,2020-03-22
Algeria,2020-03-23
Algeria,2020-03-24
Algeria,2020-03-25
Algeria,2020-03-26
Algeria,2020-03-27
Algeria,2020-03-28
Algeria,2020-03-29
Algeria,2020-03-30
Algeria,2020-03-31
Algeria,2020-04-01
Algeria,2020-04-02
Algeria,2020-04-03
Algeria,2020-04-04
Algeria,2020-04-05
Algeria,2020-04-06
Algeria,2020-04-07
Algeria,2020-04-08
Algeria,2020-04-09
Algeria,2020-04-10
Algeria,2020-04-11
Algeria,2020-04-12
Algeria,2020-04-13
Algeria,2020-04-14
Algeria,2020-04-15
Algeria,2020-04-16
Algeria,2020-04-17
Algeria,2020-04-18
Algeria,2020-04-19
Algeria,2020-04-20
Algeria,2020-04-21
Algeria,2020-04-22
Algeria,2020-04-23
Algeria,2020-04-24
Algeria,2020-04-25
Algeria,2020-04-26
Algeria,2020-04-27
Algeria,2020-04-28
Algeria,2020-04-29
Algeria,2020-04-30
Algeria,2020-05-01
Algeria,2020-05-02
Algeria,2020-05-03
Algeria,2020-05-04
Algeria,2020-05-05
Algeria,2020-05-06
Algeria,2020-05-07
Algeria,2020-05-08
Algeria,2020-05-09
Algeria,2020-05-10
Algeria,2020-05-11
Algeria,2020-05-12
Algeria,2020-05-13
Algeria,2020-05-14
Algeria,2020-05-15
Algeria,2020-05-16
Algeria,2020-05-17
Algeria,2020-05-18
Algeria,2020-05-19
Algeria,2020-05-20
Algeria,2020-05-21
Algeria,2020-05-22
Algeria,2020-05-23
Algeria,2020-05-24
Algeria,2020-05-25
Algeria,2020-05-26
Algeria,2020-05-27
Algeria,2020-05-28
Algeria,2020-05-29
Algeria,2020-05-30
Algeria,2020-05-31
Algeria,2020-06-01
Algeria,2020-06-02
Algeria,2020-06-03
Algeria,2020-06-04
Algeria,2020-06-05
Algeria,2020-06-06
Algeria,2020-06-07
Algeria,2020-06-08
Algeria,2020-06-09
Algeria,2020-06-10
Algeria,2020-06-11
Algeria,2020-06-12
Algeria,2020-06-13
Algeria,2020-06-14
Algeria,2020-06-15
Azerbaijan,2020-01-22
Azerbaijan,2020-01-23
Azerbaijan,2020-01-24
Azerbaijan,2020-01-25
Azerbaijan,2020-01-26
Azerbaijan,2020-01-27
Azerbaijan,2020-01-28
Azerbaijan,2020-01-29
Azerbaijan,2020-01-30
Azerbaijan,2020-01-31
Azerbaijan,2020-02-01
Azerbaijan,2020-02-02
Azerbaijan,2020-02-03
Azerbaijan,2020-02-04
Azerbaijan,2020-02-05
Azerbaijan,2020-02-06
Azerbaijan,2020-02-07
Azerbaijan,2020-02-08
Azerbaijan,2020-02-09
Azerbaijan,2020-02-10
Azerbaijan,2020-02-11
Azerbaijan,2020-02-12
Azerbaijan,2020-02-13
Azerbaijan,2020-02-14
Azerbaijan,2020-02-15
Azerbaijan,2020-02-16
Azerbaijan,2020-02-17
Azerbaijan,2020-02-18
Azerbaijan,2020-02-19
Azerbaijan,2020-02-20
Azerbaijan,2020-02-21
Azerbaijan,2020-02-22
Azerbaijan,2020-02-23
Azerbaijan,2020-02-24
Azerbaijan,2020-02-25
Azerbaijan,2020-02-26
Azerbaijan,2020-02-27
Azerbaijan,2020-02-28
Azerbaijan,2020-02-29
Azerbaijan,2020-03-01
Azerbaijan,2020-03-02
Azerbaijan,2020-03-03
Azerbaijan,2020-03-04
Azerbaijan,2020-03-05
Azerbaijan,2020-03-06
Azerbaijan,2020-03-07
Azerbaijan,2020-03-08
Azerbaijan,2020-03-09
Azerbaijan,2020-03-10
Azerbaijan,2020-03-11
Azerbaijan,2020-03-12
Azerbaijan,2020-03-13
Azerbaijan,2020-03-14
Azerbaijan,2020-03-15
Azerbaijan,2020-03-16
Azerbaijan,2020-03-17
Azerbaijan,2020-03-18
Azerbaijan,2020-03-19
Azerbaijan,2020-03-20
Azerbaijan,2020-03-21
Azerbaijan,2020-03-22
Azerbaijan,2020-03-23
Azerbaijan,2020-03-24
Azerbaijan,2020-03-25
Azerbaijan,2020-03-26
Azerbaijan,2020-03-27
Azerbaijan,2020-03-28
Azerbaijan,2020-03-29
Azerbaijan,2020-03-30
Azerbaijan,2020-03-31
Azerbaijan,2020-04-01
Azerbaijan,2020-04-02
Azerbaijan,2020-04-03
Azerbaijan,2020-04-04
Azerbaijan,2020-04-05
Azerbaijan,2020-04-06
Azerbaijan,2020-04-07
Azerbaijan,2020-04-08
Azerbaijan,2020-04-09
Azerbaijan,2020-04-10
Azerbaijan,2020-04-11
Azerbaijan,2020-04-12
Azerbaijan,2020-04-13
Azerbaijan,2020-04-14
Azerbaijan,2020-04-15
Azerbaijan,2020-04-16
Azerbaijan,2020-04-17
Azerbaijan,2020-04-18
Azerbaijan,2020-04-19
Azerbaijan,2020-04-20
Azerbaijan,2020-04-21
Azerbaijan,2020-04-22
Azerbaijan,2020-04-23
Azerbaijan,2020-04-24
Azerbaijan,2020-04-25
Azerbaijan,2020-04-26
Azerbaijan,2020-04-27
Azerbaijan,2020-04-28
Azerbaijan,2020-04-29
Azerbaijan,2020-04-30
Azerbaijan,2020-05-01
Azerbaijan,2020-05-02
Azerbaijan,2020-05-03
Azerbaijan,2020-05-04
Azerbaijan,2020-05-05
Azerbaijan,2020-05-06
Azerbaijan,2020-05-07
Azerbaijan,2020-05-08
Azerbaijan,2020-05-09
Azerbaijan,2020-05-10
Azerbaijan,2020-05-11
Azerbaijan,2020-05-12
Azerbaijan,2020-05-13
Azerbaijan,2020-05-14
Azerbaijan,2020-05-15
Azerbaijan,2020-05-16
Azerbaijan,2020-05-17
Azerbaijan,2020-05-18
Azerbaijan,2020-05-19
Azerbaijan,2020-05-20
Azerbaijan,2020-05-21
Azerbaijan,2020-05-22
Azerbaijan,2020-05-23
Azerbaijan,2020-05-24
Azerbaijan,2020-05-25
Azerbaijan,2020-05-26
Azerbaijan,2020-05-27
Azerbaijan,2020-05-28
Azerbaijan,2020-05-29
Azerbaijan,2020-05-30
Azerbaijan,2020-05-31
Azerbaijan,2020-06-01
Azerbaijan,2020-06-02
Azerbaijan,2020-06-03
Azerbaijan,2020-06-04
Azerbaijan,2020-06-05
Azerbaijan,2020-06-06
Azerbaijan,2020-06-07
Azerbaijan,2020-06-08
Azerbaijan,2020-06-09
Azerbaijan,2020-06-10
Azerbaijan,2020-06-11
Azerbaijan,2020-06-12
Azerbaijan,2020-06-13
Azerbaijan,2020-06-14
Azerbaijan,2020-06-15
Albania,2020-01-22
Albania,2020-01-23
Albania,2020-01-24
Albania,2020-01-25
Albania,2020-01-26
Albania,2020-01-27
Albania,2020-01-28
Albania,2020-01-29
Albania,2020-01-30
Albania,2020-01-31
Albania,2020-02-01
Albania,2020-02-02
Albania,2020-02-03
Albania,2020-02-04
Albania,2020-02-05
Albania,2020-02-06
Albania,2020-02-07
Albania,2020-02-08
Albania,2020-02-09
Albania,2020-02-10
Albania,2020-02-11
Albania,2020-02-12
Albania,2020-02-13
Albania,2020-02-14
Albania,2020-02-15
Albania,2020-02-16
Albania,2020-02-17
Albania,2020-02-18
Albania,2020-02-19
Albania,2020-02-20
Albania,2020-02-21
Albania,2020-02-22
Albania,2020-02-23
Albania,2020-02-24
Albania,2020-02-25
Albania,2020-02-26
Albania,2020-02-27
Albania,2020-02-28
Albania,2020-02-29
Albania,2020-03-01
Albania,2020-03-02
Albania,2020-03-03
Albania,2020-03-04
Albania,2020-03-05
Albania,2020-03-06
Albania,2020-03-07
Albania,2020-03-08
Albania,2020-03-09
Albania,2020-03-10
Albania,2020-03-11
Albania,2020-03-12
Albania,2020-03-13
Albania,2020-03-14
Albania,2020-03-15
Albania,2020-03-16
Albania,2020-03-17
Albania,2020-03-18
Albania,2020-03-19
Albania,2020-03-20
Albania,2020-03-21
Albania,2020-03-22
Albania,2020-03-23
Albania,2020-03-24
Albania,2020-03-25
Albania,2020-03-26
Albania,2020-03-27
Albania,2020-03-28
Albania,2020-03-29
Albania,2020-03-30
Albania,2020-03-31
Albania,2020-04-01
Albania,2020-04-02
Albania,2020-04-03
Albania,2020-04-04
Albania,2020-04-05
Albania,2020-04-06
Albania,2020-04-07
Albania,2020-04-08
Albania,2020-04-09
Albania,2020-04-10
Albania,2020-04-11
Albania,2020-04-12
Albania,2020-04-13
Albania,2020-04-14
Albania,2020-04-15
Albania,2020-04-16
Albania,2020-04-17
Albania,2020-04-18
Albania,2020-04-19
Albania,2020-04-20
Albania,2020-04-21
Albania,2020-04-22
Albania,2020-04-23
Albania,2020-04-24
Albania,2020-04-25
Albania,2020-04-26
Albania,2020-04-27
Albania,2020-04-28
Albania,2020-04-29
Albania,2020-04-30
Albania,2020-05-01
Albania,2020-05-02
Albania,2020-05-03
Albania,2020-05-04
Albania,2020-05-05
Albania,2020-05-06
Albania,2020-05-07
Albania,2020-05-08
Albania,2020-05-09
Albania,2020-05-10
Albania,2020-05-11
Albania,2020-05-12
Albania,2020-05-13
Albania,2020-05-14
Albania,2020-05-15
Albania,2020-05-16
Albania,2020-05-17
Albania,2020-05-18
Albania,2020-05-19
Albania,2020-05-20
Albania,2020-05-21
Albania,2020-05-22
Albania,2020-05-23
Albania,2020-05-24
Albania,2020-05-25
Albania,2020-05-26
Albania,2020-05-27
Albania,2020-05-28
Albania,2020-05-29
Albania,2020-05-30
Albania,2020-05-31
Albania,2020-06-01
Albania,2020-06-02
Albania,2020-06-03
Albania,2020-06-04
Albania,2020-06-05
Albania,2020-06-06
Albania,2020-06-07
Albania,2020-06-08
Albania,2020-06-09
Albania,2020-06-10
Albania,2020-06-11
Albania,2020-06-12
Albania,2020-06-13
Albania,2020-06-14
Albania,2020-06-15
Armenia,2020-01-22
Armenia,2020-01-23
Armenia,2020-01-24
Armenia,2020-01-25
Armenia,2020-01-26
Armenia,2020-01-27
Armenia,2020-01-28
Armenia,2020-01-29
Armenia,2020-01-30
Armenia,2020-01-31
Armenia,2020-02-01
Armenia,2020-02-02
Armenia,2020-02-03
Armenia,2020-02-04
Armenia,2020-02-05
Armenia,2020-02-06
Armenia,2020-02-07
Armenia,2020-02-08
Armenia,2020-02-09
Armenia,2020-02-10
Armenia,2020-02-11
Armenia,2020-02-12
Armenia,2020-02-13
Armenia,2020-02-14
Armenia,2020-02-15
Armenia,2020-02-16
Armenia,2020-02-17
Armenia,2020-02-18
Armenia,2020-02-19
Armenia,2020-02-20
Armenia,2020-02-21
Armenia,2020-02-22
Armenia,2020-02-23
Armenia,2020-02-24
Armenia,2020-02-25
Armenia,2020-02-26
Armenia,2020-02-27
Armenia,2020-02-28
Armenia,2020-02-29
Armenia,2020-03-01
Armenia,2020-03-02
Armenia,2020-03-03
Armenia,2020-03-04
Armenia,2020-03-05
Armenia,2020-03-06
Armenia,2020-03-07
Armenia,2020-03-08
Armenia,2020-03-09
Armenia,2020-03-10
Armenia,2020-03-11
Armenia,2020-03-12
Armenia,2020-03-13
Armenia,2020-03-14
Armenia,2020-03-15
Armenia,2020-03-16
Armenia,2020-03-17
Armenia,2020-03-18
Armenia,2020-03-19
Armenia,2020-03-20
Armenia,2020-03-21
Armenia,2020-03-22
Armenia,2020-03-23
Armenia,2020-03-24
Armenia,2020-03-25
Armenia,2020-03-26
Armenia,2020-03-27
Armenia,2020-03-28
Armenia,2020-03-29
Armenia,2020-03-30
Armenia,2020-03-31
Armenia,2020-04-01
Armenia,2020-04-02
Armenia,2020-04-03
Armenia,2020-04-04
Armenia,2020-04-05
Armenia,2020-04-06
Armenia,2020-04-07
Armenia,2020-04-08
Armenia,2020-04-09
Armenia,2020-04-10
Armenia,2020-04-11
Armenia,2020-04-12
Armenia,2020-04-13
Armenia,2020-04-14
Armenia,2020-04-15
Armenia,2020-04-16
Armenia,2020-04-17
Armenia,2020-04-18
Armenia,2020-04-19
Armenia,2020-04-20
Armenia,2020-04-21
Armenia,2020-04-22
Armenia,2020-04-23
Armenia,2020-04-24
Armenia,2020-04-25
Armenia,2020-04-26
Armenia,2020-04-27
Armenia,2020-04-28
Armenia,2020-04-29
Armenia,2020-04-30
Armenia,2020-05-01
Armenia,2020-05-02
Armenia,2020-05-03
Armenia,2020-05-04
Armenia,2020-05-05
Armenia,2020-05-06
Armenia,2020-05-07
Armenia,2020-05-08
Armenia,2020-05-09
Armenia,2020-05-10
Armenia,2020-05-11
Armenia,2020-05-12
Armenia,2020-05-13
Armenia,2020-05-14
Armenia,2020-05-15
Armenia,2020-05-16
Armenia,2020-05-17
Armenia,2020-05-18
Armenia,2020-05-19
Armenia,2020-05-20
Armenia,2020-05-21
Armenia,2020-05-22
Armenia,2020-05-23
Armenia,2020-05-24
Armenia,2020-05-25
Armenia,2020-05-26
Armenia,2020-05-27
Armenia,2020-05-28
Armenia,2020-05-29
Armenia,2020-05-30
Armenia,2020-05-31
Armenia,2020-06-01
Armenia,2020-06-02
Armenia,2020-06-03
Armenia,2020-06-04
Armenia,2020-06-05
Armenia,2020-06-06
Armenia,2020-06-07
Armenia,2020-06-08
Armenia,2020-06-09
Armenia,2020-06-10
Armenia,2020-06-11
Armenia,2020-06-12
Armenia,2020-06-13
Armenia,2020-06-14
Armenia,2020-06-15
Andorra,2020-01-22
Andorra,2020-01-23
Andorra,2020-01-24
Andorra,2020-01-25
Andorra,2020-01-26
Andorra,2020-01-27
Andorra,2020-01-28
Andorra,2020-01-29
Andorra,2020-01-30
Andorra,2020-01-31
Andorra,2020-02-01
Andorra,2020-02-02
Andorra,2020-02-03
Andorra,2020-02-04
Andorra,2020-02-05
Andorra,2020-02-06
Andorra,2020-02-07
Andorra,2020-02-08
Andorra,2020-02-09
Andorra,2020-02-10
Andorra,2020-02-11
Andorra,2020-02-12
